nom,type,ville,description,image_monument_url,lien_wikipedia,image_ville_url
Casablanca,musée,Casablanca,"Casablanca is the largest city in Morocco and the country's economic and business centre. Located on the Atlantic coast of the Chaouia plain in the central-western part of Morocco, the city has a population of about 3.22 million in the urban area, and over 4.27 million in Greater Casablanca, making it the most populous city in the Maghreb region, and the eighth-largest in the Arab world.",https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg,https://en.wikipedia.org/wiki/Casablanca,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
KAC Marrakech,musée,Marrakech,Kawkab Athletic Club of Marrakesh is a Moroccan professional football club based in Marrakesh. The club was founded on 20 September 1947 by Hadj Idriss Talbi.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kawkab_Marrakech_logo.png/330px-Kawkab_Marrakech_logo.png,https://en.wikipedia.org/wiki/KAC_Marrakech,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Rabati Malik,musée,Rabat,"Rabati Malik, also called Ribat-i Malik, is a caravanserai ruin located on the M37 road from Samarkand to Bukhara about a kilometer west of the edge of Malik, Navoiy Province, Uzbekistan. It was constructed along the Silk Road according to the orders of Karakhanid Shams al-Mulk Nasr, son of Tamgachkhan Ibragim, who ruled in Samarkand from 1068 until 1080.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg/330px-Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg,https://en.wikipedia.org/wiki/Rabati_Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Ouarzazate,musée,Ouarzazate,"Ouarzazate, nicknamed the door of the desert, is a city and capital of Ouarzazate Province in the region of Drâa-Tafilalet, south-central Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg,https://en.wikipedia.org/wiki/Ouarzazate,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Wiki Indaba,musée,Agadir,"Wiki Indaba is the regional conference for African Wikimedians both within the continent and in the diaspora. Topics of presentation and dialogue include Wikimedia projects such as Wikipedia, other wikis, open-source software, free knowledge, free content and how these projects affect the African continent.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Wiki_Indaba_Present_logo.jpg/330px-Wiki_Indaba_Present_logo.jpg,https://en.wikipedia.org/wiki/Wiki_Indaba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Mausoleum of Sidi Harazem,musée,Fès,"The Mausoleum of Sidi Harazem or Marabout of Sidi Harazem is a funerary monument and shrine in Fez, Morocco. It is located in the Bab Ftouh Cemetery, one of the city's largest historic cemeteries. It contains the tomb of Sidi 'Ali ibn Harazem, a 12th-century Sufi mystic who died in 1164–65.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg/330px-20230912_11h3793Em_Sidi_Harazem_%2853249909374%29.jpg,https://en.wikipedia.org/wiki/Mausoleum_of_Sidi_Harazem,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Taroudant,musée,Ouarzazate,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Rabati Malik,musée,Rabat,"Rabati Malik, also called Ribat-i Malik, is a caravanserai ruin located on the M37 road from Samarkand to Bukhara about a kilometer west of the edge of Malik, Navoiy Province, Uzbekistan. It was constructed along the Silk Road according to the orders of Karakhanid Shams al-Mulk Nasr, son of Tamgachkhan Ibragim, who ruled in Samarkand from 1068 until 1080.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg/330px-Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg,https://en.wikipedia.org/wiki/Rabati_Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Fes el Bali,musée,Fès,"Fes el Bali is the oldest part of Fez, Morocco. It is one of the three main districts of Fez, along with Fes Jdid and the French-created Ville Nouvelle. Together with Fes Jdid, it forms the medina of Fez, significant for the preservation of its pre-modern urban layout and numerous historic monuments, which have earned it UNESCO World Heritage Site status.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Fes_Bab_Bou_Jeloud_2011.jpg/330px-Fes_Bab_Bou_Jeloud_2011.jpg,https://en.wikipedia.org/wiki/Fes_el_Bali,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Fes el Bali,musée,Fès,"Fes el Bali is the oldest part of Fez, Morocco. It is one of the three main districts of Fez, along with Fes Jdid and the French-created Ville Nouvelle. Together with Fes Jdid, it forms the medina of Fez, significant for the preservation of its pre-modern urban layout and numerous historic monuments, which have earned it UNESCO World Heritage Site status.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Fes_Bab_Bou_Jeloud_2011.jpg/330px-Fes_Bab_Bou_Jeloud_2011.jpg,https://en.wikipedia.org/wiki/Fes_el_Bali,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Cadi Ayyad University,musée,Essaouira,"Cadi Ayyad University : jāmiʿat al-qāḍī ʿayyāḍ, French: Université Cadi Ayyad) is a university in Marrakesh and one of the largest universities in Morocco. One of its associated colleges, the École nationale des sciences appliquées de Marrakech, was created in 2000 by the Ministry of Higher Education and specializes in engineering and scientific research. Cadi Ayyad University was established in 1978 and operates 13 institutions in the Marrakesh-Safi region of Morocco in four main cities, including Kalaat Sraghna, Essaouira and Safi in addition to Marrakesh.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Semlalia_Faculty_of_Science_-_Cadi_Ayyad_University_-_Marrakesh.jpg/330px-Semlalia_Faculty_of_Science_-_Cadi_Ayyad_University_-_Marrakesh.jpg,https://en.wikipedia.org/wiki/Cadi_Ayyad_University,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Mendoubia,musée,Tanger,"The Mendoubia or Mandubiyya refers to the former ceremonial mansion of the Mendoub, the representative of the Sultan of Morocco in the Tangier International Zone from 1924 to 1956. It now houses the commercial court of Tangier and a memorial museum.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Morocco_Tangier_Mendoubia.jpg/320px-Morocco_Tangier_Mendoubia.jpg,https://en.wikipedia.org/wiki/Mendoubia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Kasbah Amridil,musée,Ouarzazate,"Kasbah Amridil is a historic fortified residence or kasbah in the oasis of Skoura, in Morocco. It is considered among the most impressive kasbahs of its kind in Morocco and was formerly featured on the Moroccan 50 dirham note.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Morocco%2C_Souss-Massa-Draa_Region%2C_Ouarzazate_Province%2C_Skoura%2C_Kasbah_Amerhidil_%283%29.JPG/330px-Morocco%2C_Souss-Massa-Draa_Region%2C_Ouarzazate_Province%2C_Skoura%2C_Kasbah_Amerhidil_%283%29.JPG,https://en.wikipedia.org/wiki/Kasbah_Amridil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Lima Stock Exchange,musée,Casablanca,"The Lima Stock Exchange is the stock exchange of Peru, located in the capital Lima. It has several indices. The S&P/BVL Peru General Index is a value-weighted index that tracks the performance of the largest and most frequently traded stocks on the Lima Exchange.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Bolsa_de_Valores_de_Lima_logo.png/330px-Bolsa_de_Valores_de_Lima_logo.png,https://en.wikipedia.org/wiki/Lima_Stock_Exchange,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Kasbah of the Udayas,musée,Rabat,"The Kasbah of the Udayas, also spelled Kasbah of the Oudaias or of the Oudayas, is a kasbah (citadel) in Rabat, Morocco. It is located on a hill at the mouth of the Bou Regreg opposite Salé, and adjacent to the Medina quarter of Rabat. It is listed, along with other sites in Rabat, as a UNESCO World Heritage Site.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kasbah_Oudayas_exterior.jpg/330px-Kasbah_Oudayas_exterior.jpg,https://en.wikipedia.org/wiki/Kasbah_of_the_Udayas,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Marrakesh Railway Station,musée,Oujda,"The Marrakesh Railway Station is a railway station in Marrakesh, Morocco; it is currently the southern end-point of the Moroccan railway system. The current station was opened on August 10, 2008.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Stazione_di_Marrakech.jpg/330px-Stazione_di_Marrakech.jpg,https://en.wikipedia.org/wiki/Marrakesh_Railway_Station,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Kasbah Amridil,musée,Ouarzazate,"Kasbah Amridil is a historic fortified residence or kasbah in the oasis of Skoura, in Morocco. It is considered among the most impressive kasbahs of its kind in Morocco and was formerly featured on the Moroccan 50 dirham note.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Morocco%2C_Souss-Massa-Draa_Region%2C_Ouarzazate_Province%2C_Skoura%2C_Kasbah_Amerhidil_%283%29.JPG/330px-Morocco%2C_Souss-Massa-Draa_Region%2C_Ouarzazate_Province%2C_Skoura%2C_Kasbah_Amerhidil_%283%29.JPG,https://en.wikipedia.org/wiki/Kasbah_Amridil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Tangier,musée,Tanger,"Tangier is a city in northwestern Morocco, on the coasts of the Mediterranean Sea and the Atlantic Ocean. The city is the capital of the Tanger-Tetouan-Al Hoceima region, as well as the Tangier-Assilah Prefecture of Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg,https://en.wikipedia.org/wiki/Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Zellij,musée,Casablanca,"Zellij, also spelled zillij or zellige, is a style of mosaic tilework made from individually hand-chiseled tile pieces. The pieces were typically of different colours and fitted together to form various patterns on the basis of tessellations, most notably elaborate Islamic geometric motifs such as radiating star patterns composed of various polygons. This form of Islamic art is one of the main characteristics of architecture in the western Islamic world. It is found in the architecture of Morocco, the architecture of Algeria, early Islamic sites in Tunisia, and in the historic monuments of al-Andalus. From the 14th century onwards, zellij became a standard decorative element along lower walls, in fountains and pools, on minarets, and for the paving of floors.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg/330px-%D9%86%D8%B8%D8%B1%D8%A9_%D9%85%D9%82%D8%B1%D8%A8%D8%A9_%D9%84%D9%84%D8%B2%D9%84%D9%8A%D8%AC_%D9%81%D9%8A_%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D8%A8%D9%86_%D9%8A%D9%88%D8%B3%D9%81.jpeg,https://en.wikipedia.org/wiki/Zellij,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
"Marshan Palace, Tangier",musée,Tanger,"The Marshan Palace is a palace of the King of Morocco in the Marshan neighborhood of Tangier, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Morocco_Marshan_Palace_Tanger.jpg/330px-Morocco_Marshan_Palace_Tanger.jpg,https://en.wikipedia.org/wiki/Marshan_Palace%2C_Tangier,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tanger_cor.jpg/330px-Tanger_cor.jpg
USS Rudyerd Bay,musée,Casablanca,"USS Rudyerd Bay (CVE-81) was the twenty-seventh of fifty Casablanca-class escort carriers built for the United States Navy during World War II. She was named after Rudyerd Bay, within Ketcchikan Gateway Bourough, of the Territory of Alaska. Today, the bay lies within Misty Fjords National Monument. The ship was launched in January 1944, commissioned in February, and served as a replenishment and transport carrier throughout the Mariana and Palau Islands campaign and the Philippines campaign. Later, she served as a frontline carrier, providing air cover and support for the invasion of Iwo Jima, and the Battle of Okinawa. Postwar, she participated in Operation Magic Carpet, repatriating U.S. servicemen from throughout the Pacific. She was decommissioned in June 1946, when she was mothballed in the Atlantic Reserve Fleet. Ultimately, she was sold for scrapping in January 1960.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/USS_Rudyerd_Bay_%28CVE-81%29_underway_in_1944.jpeg/330px-USS_Rudyerd_Bay_%28CVE-81%29_underway_in_1944.jpeg,https://en.wikipedia.org/wiki/USS_Rudyerd_Bay,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Rabati Malik,musée,Rabat,"Rabati Malik, also called Ribat-i Malik, is a caravanserai ruin located on the M37 road from Samarkand to Bukhara about a kilometer west of the edge of Malik, Navoiy Province, Uzbekistan. It was constructed along the Silk Road according to the orders of Karakhanid Shams al-Mulk Nasr, son of Tamgachkhan Ibragim, who ruled in Samarkand from 1068 until 1080.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg/330px-Rabat-i_Malik_caravanserai_2_%28cropped_and_retouched%29.jpg,https://en.wikipedia.org/wiki/Rabati_Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Bou Jeloud Mosque,musée,Fès,"The Bou Jeloud Mosque is a historic Almohad-era mosque in the former Kasbah of Bou Jeloud, located near Bab Bou Jeloud, in Fes, Morocco.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bou_Jeloud_mosque3.jpg/330px-Bou_Jeloud_mosque3.jpg,https://en.wikipedia.org/wiki/Bou_Jeloud_Mosque,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Capitoline Temple,musée,Meknès,"The Capitoline Temple is an ancient monument located in the ancient city of Volubilis in Fès-Meknès, Morocco. It dates from the Roman era, and was situated in the province of Mauretania Tingitana.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Volubilis_Capitoline_temple.jpg/320px-Volubilis_Capitoline_temple.jpg,https://en.wikipedia.org/wiki/Capitoline_Temple,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Marrakesh Railway Station,musée,Oujda,"The Marrakesh Railway Station is a railway station in Marrakesh, Morocco; it is currently the southern end-point of the Moroccan railway system. The current station was opened on August 10, 2008.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Stazione_di_Marrakech.jpg/330px-Stazione_di_Marrakech.jpg,https://en.wikipedia.org/wiki/Marrakesh_Railway_Station,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Sidi Mohammed ben Abdallah Museum,musée,Essaouira,"The Sidi Mohammed ben Abdallah Museum is a history museum in the city of Essaouira, Morocco. It was named after the founder of the city, Mohammed ben Abdallah.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Phenician_plate_with_red_slip_7th_century_BCE_excavated_in_Mogador_island.jpg/330px-Phenician_plate_with_red_slip_7th_century_BCE_excavated_in_Mogador_island.jpg,https://en.wikipedia.org/wiki/Sidi_Mohammed_ben_Abdallah_Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Shrob ou Shouf Fountain,musée,Marrakech,"The Shrob ou Shouf Fountain or Chrob ou Chouf Fountain is a historic wall fountain in the medina of Marrakech, Morocco. It dates from the late 16th or early 17th century and is located near the Ben Youssef Madrasa.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Chrob_ou_chouf_fountain.jpg/330px-Chrob_ou_chouf_fountain.jpg,https://en.wikipedia.org/wiki/Shrob_ou_Shouf_Fountain,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
Taza,musée,Meknès,"Taza is a city in northern Morocco occupying the corridor between the Rif mountains and Middle Atlas mountains, about 120 km east of Fez and 150 km south of Al Hoceima. It recorded a population of 148,406 in the 2019 Moroccan census and is the capital of Taza Province.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Taza_-_Maroc.jpg/330px-Taza_-_Maroc.jpg,https://en.wikipedia.org/wiki/Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Fes railway station,musée,Oujda,"The Fes Railway Station is the main station in the Moroccan city of Fes. While there are secondary stations for local connections, this station serves long-distance mainline trains.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Stazione_di_F%C3%A8s.jpg/320px-Stazione_di_F%C3%A8s.jpg,https://en.wikipedia.org/wiki/Fes_railway_station,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Fes el Bali,musée,Fès,"Fes el Bali is the oldest part of Fez, Morocco. It is one of the three main districts of Fez, along with Fes Jdid and the French-created Ville Nouvelle. Together with Fes Jdid, it forms the medina of Fez, significant for the preservation of its pre-modern urban layout and numerous historic monuments, which have earned it UNESCO World Heritage Site status.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Fes_Bab_Bou_Jeloud_2011.jpg/330px-Fes_Bab_Bou_Jeloud_2011.jpg,https://en.wikipedia.org/wiki/Fes_el_Bali,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/University_karaouiyine_of_fes.jpg/330px-University_karaouiyine_of_fes.jpg
Gilles Simon (Formula One),musée,Oujda,Gilles Simon is a French Formula One engineer and designer.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Podio.jpg/330px-Podio.jpg,https://en.wikipedia.org/wiki/Gilles_Simon_(Formula_One),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oujda.mosque_et_mairie.jpg/330px-Oujda.mosque_et_mairie.jpg
Mogador Island,musée,Essaouira,"Mogador Island is the main island of the Iles Purpuraires near Essaouira in Morocco. It is about 3 kilometres long and 1.5 kilometres wide, and lies about 1.5 kilometres from Essaouira.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Mogador_island.jpg/330px-Mogador_island.jpg,https://en.wikipedia.org/wiki/Mogador_Island,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg/330px-Morocco_-_Essaouira_Part_2_%2831679848385%29.jpg
Agadir,musée,Agadir,"Agadir is a major city in Morocco, on the shore of the Atlantic Ocean near the foot of the Atlas Mountains, just north of the point where the Souss River flows into the ocean, and 509 kilometres (316 mi) south of Casablanca. Agadir is the capital of the Agadir Ida-U-Tanan Prefecture and of the Souss-Massa economic region.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg,https://en.wikipedia.org/wiki/Agadir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Agadir-cityreflection.jpg/330px-Agadir-cityreflection.jpg
Kasbah of the Udayas,musée,Rabat,"The Kasbah of the Udayas, also spelled Kasbah of the Oudaias or of the Oudayas, is a kasbah (citadel) in Rabat, Morocco. It is located on a hill at the mouth of the Bou Regreg opposite Salé, and adjacent to the Medina quarter of Rabat. It is listed, along with other sites in Rabat, as a UNESCO World Heritage Site.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kasbah_Oudayas_exterior.jpg/330px-Kasbah_Oudayas_exterior.jpg,https://en.wikipedia.org/wiki/Kasbah_of_the_Udayas,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Taroudant,musée,Ouarzazate,"Taroudant is a city in the Sous in southwestern Morocco. It is situated east of Agadir on the road to Ouarzazate and south of Marrakesh. Today, it is a small market town and a tourist destination.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg/330px-Al_Kassbah%2C_Taroudant%2C_Morocco_-_panoramio.jpg,https://en.wikipedia.org/wiki/Taroudant,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kasbah_Taourirt_in_Ouarzazate_2011.jpg/330px-Kasbah_Taourirt_in_Ouarzazate_2011.jpg
Taza,musée,Meknès,"Taza is a city in northern Morocco occupying the corridor between the Rif mountains and Middle Atlas mountains, about 120 km east of Fez and 150 km south of Al Hoceima. It recorded a population of 148,406 in the 2019 Moroccan census and is the capital of Taza Province.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Taza_-_Maroc.jpg/330px-Taza_-_Maroc.jpg,https://en.wikipedia.org/wiki/Taza,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg/330px-Entrada_a_Meknes%2C_Marruecos._-_panoramio.jpg
Chocolate City (album),musée,Casablanca,"Chocolate City is the third album by the funk band Parliament, released in 1975. It was a ""tribute to Washington D.C."", where the group had been particularly popular. The album's cover includes images of the United States Capitol, the Washington Monument, and the Lincoln Memorial in the form of a chocolate medallion, as well as sticker labeled ""Washington DC"". The album was very popular in the capital city, selling 150,000 copies alone there.",https://upload.wikimedia.org/wikipedia/en/c/ca/ParliamentChocolateCityalbumcover.jpg,https://en.wikipedia.org/wiki/Chocolate_City_(album),https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
Almoravid Qubba,musée,Marrakech,"The Almoravid Qubba, also known as the Qubbat al-Ba'diyyin or Qubbat al-Barudiyyin, is a small monument in Marrakesh, Morocco. It was erected by the Almoravid dynasty in the early 12th century. It is notable for its extraordinary decoration and for being one of the only remnants of Almoravid architecture in Marrakesh.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Almoravid_Qubba_IMG_5629.jpg/330px-Almoravid_Qubba_IMG_5629.jpg,https://en.wikipedia.org/wiki/Almoravid_Qubba,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pavillon_Menarag%C3%A4rten.jpg/330px-Pavillon_Menarag%C3%A4rten.jpg
"French Protectorate Residence, Rabat",musée,Rabat,"The French Protectorate Residence also known as Residence-general or Residence of Lyautey, is a historic building in Rabat, Morocco. It was the seat of the Resident-general in the French protectorate in Morocco from its completion in 1924 to the end of the protectorate in 1956.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/ETH-BIB-Rabat%2C_R%C3%A9sidence_g%C3%A9n%C3%A9rale%2C_Hauptfront-Dia_247-04950.tif/lossy-page1-320px-ETH-BIB-Rabat%2C_R%C3%A9sidence_g%C3%A9n%C3%A9rale%2C_Hauptfront-Dia_247-04950.tif.jpg,https://en.wikipedia.org/wiki/French_Protectorate_Residence%2C_Rabat,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Morocco_-_Rabat_%2831387775324%29.jpg/330px-Morocco_-_Rabat_%2831387775324%29.jpg
Chocolate City (album),musée,Casablanca,"Chocolate City is the third album by the funk band Parliament, released in 1975. It was a ""tribute to Washington D.C."", where the group had been particularly popular. The album's cover includes images of the United States Capitol, the Washington Monument, and the Lincoln Memorial in the form of a chocolate medallion, as well as sticker labeled ""Washington DC"". The album was very popular in the capital city, selling 150,000 copies alone there.",https://upload.wikimedia.org/wikipedia/en/c/ca/ParliamentChocolateCityalbumcover.jpg,https://en.wikipedia.org/wiki/Chocolate_City_(album),https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Hassan_II_mosque%2C_Casablanca_2.jpg/330px-Hassan_II_mosque%2C_Casablanca_2.jpg
